DISTRICT,DD200AC01218R,DD200AC01318R,DD200AC01S18R,DD200AM01218R,DD200AM01318R,DD200AM01S18R,DD200AR01218R,DD200AR01318R,DD200AR01S18R,DD200AS01218R,DD200AS01318R,DD200AS01S18R,DD200AW01218R,DD200AW01318R,DD200AW01S18R,DD300AC01218R,DD300AC01318R,DD300AC01S18R,DD300AM01218R,DD300AM01318R,DD300AM01S18R,DD300AR01218R,DD300AR01318R,DD300AR01S18R,DD300AS01218R,DD300AS01318R,DD300AS01S18R,DD300AW01218R,DD300AW01318R,DD300AW01S18R,DD400AC01218R,DD400AC01318R,DD400AC01S18R,DD400AM01218R,DD400AM01318R,DD400AM01S18R,DD400AR01218R,DD400AR01318R,DD400AR01S18R,DD400AS01218R,DD400AS01318R,DD400AS01S18R,DD400AW01218R,DD400AW01318R,DD400AW01S18R,DDA00AC01218R,DDA00AC01318R,DDA00AC01S18R,DDA00AM01218R,DDA00AM01318R,DDA00AM01S18R,DDA00AR01218R,DDA00AR01318R,DDA00AR01S18R,DDA00AS01218R,DDA00AS01318R,DDA00AS01S18R,DDA00AW01218R,DDA00AW01318R,DDA00AW01S18R,DDB00AC01218R,DDB00AC01318R,DDB00AC01S18R,DDB00AM01218R,DDB00AM01318R,DDB00AM01S18R,DDB00AR01218R,DDB00AR01318R,DDB00AR01S18R,DDB00AS01218R,DDB00AS01318R,DDB00AS01S18R,DDB00AW01218R,DDB00AW01318R,DDB00AW01S18R,DDE00AC01218R,DDE00AC01318R,DDE00AC01S18R,DDE00AM01218R,DDE00AM01318R,DDE00AM01S18R,DDE00AR01218R,DDE00AR01318R,DDE00AR01S18R,DDE00AS01218R,DDE00AS01318R,DDE00AS01S18R,DDE00AW01218R,DDE00AW01318R,DDE00AW01S18R,DDF00AC01218R,DDF00AC01318R,DDF00AC01S18R,DDF00AM01218R,DDF00AM01318R,DDF00AM01S18R,DDF00AR01218R,DDF00AR01318R,DDF00AR01S18R,DDF00AS01218R,DDF00AS01318R,DDF00AS01S18R,DDF00AW01218R,DDF00AW01318R,DDF00AW01S18R,DDH00AC01218R,DDH00AC01318R,DDH00AC01S18R,DDH00AM01218R,DDH00AM01318R,DDH00AM01S18R,DDH00AR01218R,DDH00AR01318R,DDH00AR01S18R,DDH00AS01218R,DDH00AS01318R,DDH00AS01S18R,DDH00AW01218R,DDH00AW01318R,DDH00AW01S18R,DDI00AC01218R,DDI00AC01318R,DDI00AC01S18R,DDI00AM01218R,DDI00AM01318R,DDI00AM01S18R,DDI00AR01218R,DDI00AR01318R,DDI00AR01S18R,DDI00AS01218R,DDI00AS01318R,DDI00AS01S18R,DDI00AW01218R,DDI00AW01318R,DDI00AW01S18R,DDL00AC01218R,DDL00AC01318R,DDL00AC01S18R,DDL00AM01218R,DDL00AM01318R,DDL00AM01S18R,DDL00AR01218R,DDL00AR01318R,DDL00AR01S18R,DDL00AS01218R,DDL00AS01318R,DDL00AS01S18R,DDL00AW01218R,DDL00AW01318R,DDL00AW01S18R,DDM00AC01218R,DDM00AC01318R,DDM00AC01S18R,DDM00AM01218R,DDM00AM01318R,DDM00AM01S18R,DDM00AR01218R,DDM00AR01318R,DDM00AR01S18R,DDM00AS01218R,DDM00AS01318R,DDM00AS01S18R,DDM00AW01218R,DDM00AW01318R,DDM00AW01S18R,DDR00AC01218R,DDR00AC01318R,DDR00AC01S18R,DDR00AM01218R,DDR00AM01318R,DDR00AM01S18R,DDR00AR01218R,DDR00AR01318R,DDR00AR01S18R,DDR00AS01218R,DDR00AS01318R,DDR00AS01S18R,DDR00AW01218R,DDR00AW01318R,DDR00AW01S18R,DDS00AC01218R,DDS00AC01318R,DDS00AC01S18R,DDS00AM01218R,DDS00AM01318R,DDS00AM01S18R,DDS00AR01218R,DDS00AR01318R,DDS00AR01S18R,DDS00AS01218R,DDS00AS01318R,DDS00AS01S18R,DDS00AW01218R,DDS00AW01318R,DDS00AW01S18R,DDW00AC01218R,DDW00AC01318R,DDW00AC01S18R,DDW00AM01218R,DDW00AM01318R,DDW00AM01S18R,DDW00AR01218R,DDW00AR01318R,DDW00AR01S18R,DDW00AS01218R,DDW00AS01318R,DDW00AS01S18R,DDW00AW01218R,DDW00AW01318R,DDW00AW01S18R
"018908",.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,39,16,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,40,18,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,16,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,15,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,42,16,66,-1,-1,-1,-1,-1,-1,-1,-1,-1
"019901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,16,69,38,15,77,40,13,66,34,15,68,35,6,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,11,65,32,9,72,30,8,59,-1,-1,-1,-1,-1,-1,41,20,74,41,18,78,47,14,71,36,14,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,12,65,36,12,76,34,12,61,30,17,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,19,80,46,20,82,48,18,75,41,19,78,45,8,67
"019902",-1,-1,-1,39,15,79,49,15,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,12,84,50,24,86,50,17,76,54,26,84,57,16,76,-1,-1,-1,-1,-1,-1,24,7,53,-1,-1,-1,-1,-1,-1,41,6,80,42,19,85,42,13,73,47,21,81,59,18,74,48,12,83,54,24,87,54,20,84,44,21,81,56,19,77,-1,-1,-1,56,21,91,39,16,74,50,31,94,47,33,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,50,31,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,12,85,47,23,85,48,14,70,60,29,86,58,14,76,-1,-1,-1,26,9,70,24,3,56,30,8,70,-1,-1,-1,-1,-1,-1,20,12,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,14,86,55,28,89,57,19,80,57,28,85,60,17,81
"019903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,48,18,72,34,11,73,38,17,74,33,11,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,44,23,72,33,9,72,38,16,70,-1,-1,-1,-1,-1,-1,55,25,68,38,12,79,48,23,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,12,76,31,10,69,31,13,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,6,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,20,72,34,12,75,38,17,76,33,13,67,-1,-1,-1
"019905",-1,-1,-1,43,17,85,44,11,74,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,40,17,73,37,13,75,42,14,70,37,14,59,-1,-1,-1,-1,-1,-1,26,10,64,31,7,57,-1,-1,-1,-1,-1,-1,35,14,69,35,12,72,37,12,67,26,6,52,-1,-1,-1,40,17,71,35,13,76,49,17,77,37,13,58,-1,-1,-1,-1,-1,-1,44,12,76,40,16,74,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,39,17,74,38,14,73,34,10,63,36,14,61,-1,-1,-1,20,6,57,18,4,62,22,3,55,29,7,52,-1,-1,-1,-1,-1,-1,25,11,46,26,7,42,-1,-1,-1,-1,-1,-1,49,23,79,39,14,77,45,16,74,43,17,63,-1,-1,-1
"019906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,42,16,81,62,26,91,51,20,78,54,31,80,44,15,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,15,74,56,20,86,42,15,72,50,17,69,-1,-1,-1,39,14,86,63,25,93,59,25,85,56,32,79,54,18,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,45,18,78,61,26,90,44,16,73,53,30,82,35,12,60,22,7,64,41,9,83,26,6,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,18,83,63,26,92,53,22,80,56,32,82,44,15,69
"019907",58,31,88,52,22,85,59,21,78,68,50,88,50,17,73,87,53,100,89,58,97,75,48,96,94,75,100,79,57,93,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,47,21,79,43,19,78,43,18,70,53,32,80,38,12,62,26,7,65,25,7,66,24,7,55,38,19,71,21,4,45,33,11,71,33,11,73,31,10,62,36,18,71,28,6,54,44,19,80,44,19,80,46,20,74,51,29,79,45,17,68,42,15,81,45,17,83,42,13,75,50,25,78,40,9,69,-1,-1,-1,67,42,92,65,35,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,9,74,26,6,64,-1,-1,-1,-1,-1,-1,49,22,78,42,19,76,40,15,67,55,35,81,31,7,57,18,4,60,22,5,64,18,4,51,23,8,61,15,2,43,19,4,43,22,8,40,20,7,32,-1,-1,-1,16,5,20,69,36,92,63,33,91,63,31,86,68,47,89,55,22,79
"019908",-1,-1,-1,31,7,66,35,19,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,33,9,66,25,8,65,32,10,58,32,14,62,23,5,44,24,4,57,18,5,57,24,6,49,17,7,51,22,4,38,29,6,62,22,7,63,27,8,55,27,12,58,20,3,41,35,9,68,25,8,67,37,13,63,33,14,65,28,7,50,-1,-1,-1,-1,-1,-1,32,16,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,10,63,26,7,64,27,7,55,30,15,60,19,4,38,18,2,52,12,3,53,16,3,44,14,2,48,-1,-1,-1,-1,-1,-1,19,7,35,16,6,27,-1,-1,-1,-1,-1,-1,45,17,79,33,13,76,43,14,71,50,23,78,26,8,49
"019909",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,11,74,52,22,83,41,18,70,33,17,63,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,29,8,73,48,17,80,37,16,66,22,10,55,-1,-1,-1,40,13,75,52,27,85,49,25,73,36,14,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,9,72,52,18,81,34,12,67,31,20,60,-1,-1,-1,-1,-1,-1,33,8,75,22,7,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,11,73,52,23,83,41,18,70,34,18,64,-1,-1,-1
"019910",.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,51,24,90,53,29,92,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,47,33,87,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,53,30,90,53,37,90,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,56,24,89,58,31,93,.,.,.,-1,-1,-1
"019911",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,35,93,80,44,96,70,41,93,82,60,93,76,42,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,73,27,97,58,21,91,-1,-1,-1,-1,-1,-1,64,38,93,78,44,96,74,47,93,79,54,88,81,51,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,32,92,82,45,96,66,34,92,86,67,100,68,29,88,-1,-1,-1,49,12,80,39,10,67,-1,-1,-1,65,30,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,34,93,80,45,96,70,41,92,81,57,93,76,43,92
"019912",-1,-1,-1,61,25,89,44,19,83,-1,-1,-1,-1,-1,-1,100,50,100,85,59,96,72,33,89,83,75,92,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,62,24,90,66,31,92,62,27,88,61,33,86,54,15,78,-1,-1,-1,51,17,84,43,14,77,-1,-1,-1,-1,-1,-1,43,9,80,51,20,85,44,17,80,44,20,72,37,6,65,61,22,90,67,30,93,65,31,91,54,26,84,58,22,81,46,16,89,60,21,86,55,28,89,47,23,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,20,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,26,90,66,32,90,58,23,85,68,41,88,50,7,75,31,6,76,39,11,80,32,6,72,36,7,73,-1,-1,-1,-1,-1,-1,33,11,60,30,9,55,-1,-1,-1,-1,-1,-1,67,29,91,70,35,94,67,30,90,64,36,89,58,17,82
"019913",.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,32,18,79,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,23,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,26,91,-1,-1,-1,-1,-1,-1
"019914",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,44,21,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,24,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,27,73,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,24,79,-1,-1,-1,-1,-1,-1
"020901",72,35,94,60,33,86,61,30,86,67,39,84,48,20,76,86,62,95,83,59,97,76,47,94,70,52,90,72,33,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,25,83,49,23,82,45,19,73,48,24,74,37,11,62,46,18,80,40,16,77,42,15,73,45,17,73,38,12,64,40,13,76,38,14,75,32,10,64,37,16,65,24,4,49,53,23,83,50,23,83,50,22,78,48,25,74,42,13,69,42,15,76,42,16,78,35,12,66,40,18,67,28,6,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,8,63,39,19,76,23,10,55,9,2,38,19,4,43,53,26,82,48,23,80,41,16,69,47,24,73,33,9,56,28,7,68,29,11,70,22,6,56,25,7,54,17,3,41,19,5,46,24,8,52,17,5,33,17,5,37,18,2,25,62,30,89,54,24,85,51,22,77,55,32,79,38,9,65
"020902",59,18,82,53,17,83,50,22,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,55,95,60,30,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,53,20,82,47,20,83,44,16,76,41,21,69,39,6,65,39,9,76,34,13,75,32,11,67,31,10,64,28,6,56,45,14,77,41,16,80,37,12,71,36,17,65,34,4,60,54,21,84,50,21,85,49,19,81,38,16,69,47,9,72,48,17,80,44,18,82,40,13,73,38,18,66,36,5,63,-1,-1,-1,37,17,83,-1,-1,-1,.,.,.,-1,-1,-1,29,11,66,40,13,81,27,7,66,-1,-1,-1,-1,-1,-1,52,19,81,45,19,82,39,13,72,43,25,70,32,4,58,36,9,73,31,9,75,26,6,63,31,12,58,18,2,44,26,8,48,23,8,58,20,8,37,-1,-1,-1,22,7,37,64,28,88,54,25,87,52,21,83,49,29,76,46,9,71
"020904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,18,79,58,30,90,53,22,85,66,35,91,53,15,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,35,9,69,52,23,89,39,16,81,54,29,79,-1,-1,-1,46,14,84,56,26,90,57,26,87,64,36,90,54,22,89,-1,-1,-1,58,29,90,45,18,83,55,45,91,52,22,91,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,21,75,59,35,89,49,18,84,68,33,91,53,8,78,-1,-1,-1,36,18,80,23,5,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,21,80,57,31,89,55,23,87,69,32,92,55,13,83
"020905",42,30,86,35,18,71,39,15,71,50,25,81,-1,-1,-1,75,48,90,74,51,97,69,33,90,62,34,90,76,44,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,42,16,74,42,17,78,39,14,69,40,18,70,36,10,63,28,7,63,31,10,69,25,8,55,31,14,63,24,5,51,31,9,66,35,13,74,30,10,62,33,13,63,27,6,55,43,16,76,42,18,81,44,17,75,38,14,71,41,12,69,33,10,68,37,14,76,33,10,64,33,13,65,30,6,60,-1,-1,-1,39,22,75,37,11,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,9,66,17,5,48,-1,-1,-1,20,2,47,42,16,72,41,17,76,34,11,64,42,20,69,32,8,57,23,4,59,24,7,67,19,4,53,27,8,59,15,2,41,19,5,42,24,8,47,21,6,34,25,8,46,24,9,29,59,26,86,52,25,85,52,22,80,51,25,77,48,17,70
"020906",50,33,89,51,24,82,45,21,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,24,82,47,19,82,44,18,74,43,17,79,39,6,64,25,9,58,34,10,74,31,8,60,-1,-1,-1,-1,-1,-1,43,16,77,41,15,77,37,13,68,35,9,71,32,4,58,55,21,87,49,19,86,50,20,79,44,13,84,49,8,72,46,18,79,41,14,78,38,14,70,33,10,74,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,26,79,45,19,78,38,15,69,43,20,74,-1,-1,-1,36,10,69,30,8,72,28,6,61,28,10,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,6,38,-1,-1,-1,-1,-1,-1,61,29,89,52,22,86,49,21,79,50,21,86,38,5,63
"020907",-1,-1,-1,33,21,83,38,15,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,16,72,37,16,73,37,13,66,38,16,68,-1,-1,-1,-1,-1,-1,22,6,56,20,3,45,-1,-1,-1,-1,-1,-1,35,11,64,30,11,67,29,10,59,33,12,62,-1,-1,-1,45,15,74,38,16,75,44,17,73,40,15,72,-1,-1,-1,37,10,65,33,12,67,32,10,61,35,15,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,20,6,61,-1,-1,-1,-1,-1,-1,.,.,.,43,16,70,36,15,70,31,9,60,37,17,64,-1,-1,-1,23,4,56,18,6,59,18,3,49,19,4,50,-1,-1,-1,25,8,43,20,9,42,17,5,27,-1,-1,-1,-1,-1,-1,51,20,78,42,19,78,42,16,72,42,18,73,-1,-1,-1
"020908",76,46,93,75,42,94,68,41,88,70,45,88,65,24,84,89,68,98,90,73,98,83,58,95,88,73,96,77,49,93,-1,-1,-1,64,57,86,72,28,89,-1,-1,-1,-1,-1,-1,69,39,90,69,41,92,64,33,86,66,44,86,58,25,79,59,27,85,58,29,88,55,23,81,58,34,81,49,19,75,50,20,81,53,24,85,45,18,75,44,23,73,40,12,66,69,39,91,71,43,93,69,38,89,64,43,86,63,30,83,58,26,85,59,29,89,53,22,80,53,29,80,45,14,72,79,47,100,73,23,93,62,18,84,90,80,100,67,56,100,23,7,68,44,21,81,26,11,63,-1,-1,-1,24,5,49,68,39,89,68,40,91,59,29,83,68,45,87,53,20,76,36,9,73,40,15,80,29,8,65,34,12,66,22,5,50,28,8,57,30,11,63,23,9,47,30,11,52,21,10,35,77,47,94,78,48,95,72,40,90,74,52,91,66,29,83
"020910",.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,18,10,65,19,7,48,56,28,78,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,14,10,64,18,6,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,10,67,25,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,9,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,10,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"021803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,23,9,60,19,11,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,8,58,15,8,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,9,67,21,12,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,12,66,23,13,55,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,9,54,16,11,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
