DISTRICT,DD200AC01218R,DD200AC01318R,DD200AC01S18R,DD200AM01218R,DD200AM01318R,DD200AM01S18R,DD200AR01218R,DD200AR01318R,DD200AR01S18R,DD200AS01218R,DD200AS01318R,DD200AS01S18R,DD200AW01218R,DD200AW01318R,DD200AW01S18R,DD300AC01218R,DD300AC01318R,DD300AC01S18R,DD300AM01218R,DD300AM01318R,DD300AM01S18R,DD300AR01218R,DD300AR01318R,DD300AR01S18R,DD300AS01218R,DD300AS01318R,DD300AS01S18R,DD300AW01218R,DD300AW01318R,DD300AW01S18R,DD400AC01218R,DD400AC01318R,DD400AC01S18R,DD400AM01218R,DD400AM01318R,DD400AM01S18R,DD400AR01218R,DD400AR01318R,DD400AR01S18R,DD400AS01218R,DD400AS01318R,DD400AS01S18R,DD400AW01218R,DD400AW01318R,DD400AW01S18R,DDA00AC01218R,DDA00AC01318R,DDA00AC01S18R,DDA00AM01218R,DDA00AM01318R,DDA00AM01S18R,DDA00AR01218R,DDA00AR01318R,DDA00AR01S18R,DDA00AS01218R,DDA00AS01318R,DDA00AS01S18R,DDA00AW01218R,DDA00AW01318R,DDA00AW01S18R,DDB00AC01218R,DDB00AC01318R,DDB00AC01S18R,DDB00AM01218R,DDB00AM01318R,DDB00AM01S18R,DDB00AR01218R,DDB00AR01318R,DDB00AR01S18R,DDB00AS01218R,DDB00AS01318R,DDB00AS01S18R,DDB00AW01218R,DDB00AW01318R,DDB00AW01S18R,DDE00AC01218R,DDE00AC01318R,DDE00AC01S18R,DDE00AM01218R,DDE00AM01318R,DDE00AM01S18R,DDE00AR01218R,DDE00AR01318R,DDE00AR01S18R,DDE00AS01218R,DDE00AS01318R,DDE00AS01S18R,DDE00AW01218R,DDE00AW01318R,DDE00AW01S18R,DDF00AC01218R,DDF00AC01318R,DDF00AC01S18R,DDF00AM01218R,DDF00AM01318R,DDF00AM01S18R,DDF00AR01218R,DDF00AR01318R,DDF00AR01S18R,DDF00AS01218R,DDF00AS01318R,DDF00AS01S18R,DDF00AW01218R,DDF00AW01318R,DDF00AW01S18R,DDH00AC01218R,DDH00AC01318R,DDH00AC01S18R,DDH00AM01218R,DDH00AM01318R,DDH00AM01S18R,DDH00AR01218R,DDH00AR01318R,DDH00AR01S18R,DDH00AS01218R,DDH00AS01318R,DDH00AS01S18R,DDH00AW01218R,DDH00AW01318R,DDH00AW01S18R,DDI00AC01218R,DDI00AC01318R,DDI00AC01S18R,DDI00AM01218R,DDI00AM01318R,DDI00AM01S18R,DDI00AR01218R,DDI00AR01318R,DDI00AR01S18R,DDI00AS01218R,DDI00AS01318R,DDI00AS01S18R,DDI00AW01218R,DDI00AW01318R,DDI00AW01S18R,DDL00AC01218R,DDL00AC01318R,DDL00AC01S18R,DDL00AM01218R,DDL00AM01318R,DDL00AM01S18R,DDL00AR01218R,DDL00AR01318R,DDL00AR01S18R,DDL00AS01218R,DDL00AS01318R,DDL00AS01S18R,DDL00AW01218R,DDL00AW01318R,DDL00AW01S18R,DDM00AC01218R,DDM00AC01318R,DDM00AC01S18R,DDM00AM01218R,DDM00AM01318R,DDM00AM01S18R,DDM00AR01218R,DDM00AR01318R,DDM00AR01S18R,DDM00AS01218R,DDM00AS01318R,DDM00AS01S18R,DDM00AW01218R,DDM00AW01318R,DDM00AW01S18R,DDR00AC01218R,DDR00AC01318R,DDR00AC01S18R,DDR00AM01218R,DDR00AM01318R,DDR00AM01S18R,DDR00AR01218R,DDR00AR01318R,DDR00AR01S18R,DDR00AS01218R,DDR00AS01318R,DDR00AS01S18R,DDR00AW01218R,DDR00AW01318R,DDR00AW01S18R,DDS00AC01218R,DDS00AC01318R,DDS00AC01S18R,DDS00AM01218R,DDS00AM01318R,DDS00AM01S18R,DDS00AR01218R,DDS00AR01318R,DDS00AR01S18R,DDS00AS01218R,DDS00AS01318R,DDS00AS01S18R,DDS00AW01218R,DDS00AW01318R,DDS00AW01S18R,DDW00AC01218R,DDW00AC01318R,DDW00AC01S18R,DDW00AM01218R,DDW00AM01318R,DDW00AM01S18R,DDW00AR01218R,DDW00AR01318R,DDW00AR01S18R,DDW00AS01218R,DDW00AS01318R,DDW00AS01S18R,DDW00AW01218R,DDW00AW01318R,DDW00AW01S18R
"233903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,33,83,58,33,94,65,28,88,41,15,79,71,37,93,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,42,19,89,42,16,82,-1,-1,-1,-1,-1,-1,54,25,75,52,30,94,64,27,87,-1,-1,-1,77,45,100,60,28,80,53,29,91,60,26,89,-1,-1,-1,69,42,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,42,92,65,37,93,66,29,89,-1,-1,-1,63,26,84,-1,-1,-1,33,11,89,45,13,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,38,86,63,39,96,74,32,89,-1,-1,-1,-1,-1,-1
"234801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"234902",-1,-1,-1,51,27,86,62,36,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,50,80,70,60,90,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,58,21,87,60,27,89,59,26,86,64,40,89,48,15,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,14,80,48,18,82,45,17,76,44,23,80,31,6,67,58,20,87,60,28,89,63,30,88,60,37,87,56,18,80,54,21,85,53,22,84,47,16,77,45,24,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,23,87,60,26,88,54,21,83,67,43,93,38,12,73,25,7,71,29,7,74,26,8,64,31,16,73,-1,-1,-1,-1,-1,-1,19,6,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,23,88,62,29,90,62,27,88,69,44,93,51,17,79
"234903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,22,84,48,21,86,49,19,79,60,35,89,50,9,78,-1,-1,-1,-1,-1,-1,61,22,78,-1,-1,-1,-1,-1,-1,41,16,80,40,14,84,41,15,75,55,27,85,40,7,73,44,20,84,51,22,90,57,22,86,58,30,88,54,11,83,-1,-1,-1,47,21,84,37,15,76,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,25,84,46,20,83,43,16,73,63,40,90,47,7,75,24,9,63,19,5,69,20,3,57,30,9,76,-1,-1,-1,30,18,50,26,10,50,16,6,35,-1,-1,-1,-1,-1,-1,51,25,86,49,21,87,51,20,80,64,38,89,48,8,76
"234904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,11,79,37,14,74,44,15,73,50,28,85,30,9,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,39,9,73,33,10,71,37,12,67,42,23,81,25,6,52,44,12,80,39,15,77,46,15,80,44,20,83,36,13,64,33,7,75,36,8,76,38,12,68,44,25,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,11,79,35,13,71,41,15,66,56,36,88,-1,-1,-1,-1,-1,-1,19,4,62,18,2,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,14,82,36,16,73,46,17,75,54,30,86,30,8,54
"234905",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,19,82,58,26,85,59,22,88,61,36,81,51,9,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,49,15,81,47,9,84,40,35,65,-1,-1,-1,37,17,85,61,25,89,58,25,92,59,32,82,54,12,93,-1,-1,-1,47,18,81,44,11,84,50,44,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,22,80,55,27,81,61,20,84,63,39,79,-1,-1,-1,-1,-1,-1,38,8,71,29,5,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,26,85,61,29,86,65,27,90,65,35,84,54,10,83
"234906",64,43,100,49,18,79,30,21,74,42,42,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,25,87,46,22,82,48,20,75,49,26,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,54,20,82,36,14,76,38,14,70,43,21,76,-1,-1,-1,64,25,88,51,22,85,55,23,82,47,21,81,-1,-1,-1,49,11,80,39,17,78,37,12,69,38,17,76,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,59,26,87,42,21,80,41,17,69,51,32,84,-1,-1,-1,33,9,73,18,5,68,23,4,54,28,11,70,-1,-1,-1,-1,-1,-1,19,11,50,17,8,36,-1,-1,-1,-1,-1,-1,66,29,89,49,24,84,52,23,77,52,28,85,-1,-1,-1
"234907",-1,-1,-1,42,13,74,33,13,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,44,18,78,42,15,78,40,14,70,41,18,68,25,6,55,-1,-1,-1,28,7,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,11,75,35,11,74,33,11,65,35,14,66,22,5,51,42,18,77,39,13,79,41,14,74,36,17,65,29,6,58,36,13,75,41,14,76,36,12,62,29,10,57,23,5,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,5,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,19,79,45,18,77,37,13,67,46,20,73,22,5,53,13,3,58,21,3,67,12,2,46,35,13,66,-1,-1,-1,22,9,51,19,5,44,21,9,38,-1,-1,-1,-1,-1,-1,46,21,79,43,16,80,42,15,75,44,21,70,25,6,57
"234909",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,16,87,39,15,77,43,17,75,56,16,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,59,13,89,42,14,77,43,17,74,-1,-1,-1,.,.,.,49,12,83,34,14,73,40,17,77,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,68,21,92,45,17,81,47,18,74,67,29,86,-1,-1,-1,49,12,80,32,11,67,24,6,64,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,21,87,38,15,76,44,18,75,60,20,83,-1,-1,-1
"235901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,9,71,24,9,63,26,8,55,33,13,59,29,8,52,-1,-1,-1,46,38,77,39,28,78,-1,-1,-1,-1,-1,-1,27,8,69,23,8,62,24,8,53,30,11,56,28,8,51,28,8,73,27,11,68,31,12,64,31,11,60,43,14,66,26,7,69,22,8,61,22,7,52,33,12,57,28,8,51,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,17,6,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,10,69,21,7,58,20,5,45,34,14,58,-1,-1,-1,-1,-1,-1,15,6,55,12,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,16,48,36,13,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,13,59,-1,-1,-1,-1,-1,-1
"235902",47,22,78,43,20,68,42,17,70,60,36,84,42,14,61,73,30,87,70,36,89,67,33,83,65,50,85,81,31,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,40,15,72,35,13,69,35,12,63,46,23,72,32,7,55,26,7,56,24,6,59,24,6,53,34,12,68,29,5,46,30,8,64,27,9,63,26,7,56,37,16,64,23,4,47,40,14,72,35,13,70,38,13,67,44,21,72,36,8,61,32,9,68,29,10,66,28,8,59,39,18,66,26,5,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,10,61,17,5,50,-1,-1,-1,22,3,44,40,16,71,35,14,69,31,10,59,47,25,72,28,6,49,21,4,58,19,5,57,17,4,47,30,9,61,14,2,35,16,5,35,18,6,41,15,4,29,21,8,36,15,4,21,62,32,85,55,25,82,54,22,77,64,39,86,49,14,70
"235904",.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,57,29,94,53,24,88,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,52,24,90,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,68,41,100,68,32,91,.,.,.,-1,-1,-1,-1,-1,-1,50,32,86,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,48,19,89,41,19,85,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,60,28,100,64,40,100,.,.,.,-1,-1,-1
"236801",.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"236802",.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"236901",-1,-1,-1,-1,-1,-1,32,18,68,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,22,83,50,20,84,51,21,81,45,19,74,40,13,71,-1,-1,-1,-1,-1,-1,40,16,74,-1,-1,-1,-1,-1,-1,40,17,77,39,14,78,40,15,73,35,16,61,-1,-1,-1,51,24,88,53,24,83,58,26,85,45,15,75,48,22,72,36,19,72,33,17,72,42,18,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,21,79,47,17,84,45,17,78,45,23,73,34,6,70,20,5,65,21,4,70,21,6,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,13,40,20,12,37,-1,-1,-1,-1,-1,-1,61,26,89,59,26,90,57,24,88,47,22,79,46,16,79
"236902",38,13,73,27,9,64,47,19,74,-1,-1,-1,-1,-1,-1,63,22,84,60,35,91,66,37,85,59,35,65,53,26,76,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,32,11,64,26,9,63,35,13,63,36,19,62,29,8,54,18,4,49,15,4,51,23,6,49,26,12,52,17,4,43,24,6,57,20,6,56,26,8,54,28,12,55,21,4,44,32,10,66,26,7,66,41,15,69,38,19,64,34,8,60,27,7,61,23,6,60,31,9,59,32,16,59,25,4,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4,48,9,2,34,-1,-1,-1,-1,-1,-1,32,12,63,26,10,61,30,10,56,33,18,61,25,7,48,15,2,49,12,2,46,15,2,42,17,5,43,9,1,32,19,4,38,16,6,32,15,4,27,17,10,31,-1,-1,-1,45,19,76,34,12,73,46,18,73,45,25,72,40,12,61
"237902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,14,2,46,21,6,58,23,6,47,40,12,64,-1,-1,-1,-1,-1,-1,16,3,50,15,3,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,4,54,20,4,42,36,8,62,-1,-1,-1,15,3,44,21,4,61,27,6,52,38,13,61,-1,-1,-1,-1,-1,-1,20,5,58,24,6,50,34,7,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,15,3,47,11,3,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,7,55,20,6,43,43,11,68,-1,-1,-1,-1,-1,-1,11,2,48,12,2,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,13,67,35,15,64,56,28,75,-1,-1,-1
"237904",61,42,97,69,34,94,61,30,81,81,54,88,-1,-1,-1,77,46,92,74,37,100,51,24,76,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,26,86,51,23,85,45,17,75,60,35,85,40,10,66,47,15,83,37,14,76,37,12,67,52,27,85,34,9,57,50,19,82,45,18,82,38,13,70,53,29,82,34,6,60,58,24,87,53,23,87,50,19,80,59,32,86,46,14,73,52,21,82,46,19,83,40,13,71,54,29,82,34,7,61,-1,-1,-1,-1,-1,-1,29,29,76,-1,-1,-1,-1,-1,-1,28,7,70,37,12,78,23,7,59,21,6,60,26,2,51,58,28,85,49,23,82,41,15,71,61,38,85,34,7,58,36,9,76,35,11,77,26,7,62,37,14,73,23,3,51,36,13,63,40,20,66,38,14,54,25,15,57,39,17,41,70,36,92,62,30,89,56,24,84,71,44,91,52,16,77
"237905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,9,65,27,10,63,26,7,56,37,13,68,19,2,38,-1,-1,-1,16,4,51,17,5,46,-1,-1,-1,-1,-1,-1,30,8,64,26,10,61,24,6,54,36,13,66,17,2,36,31,8,67,30,10,67,30,9,62,35,13,64,-1,-1,-1,31,9,65,28,11,64,26,6,57,36,13,67,18,2,38,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,18,3,57,27,10,61,19,5,47,-1,-1,-1,-1,-1,-1,33,10,63,24,9,58,21,5,50,40,12,72,-1,-1,-1,20,5,56,22,7,56,17,4,48,27,6,61,13,2,30,-1,-1,-1,22,6,37,18,4,31,-1,-1,-1,-1,-1,-1,49,24,78,35,9,75,39,13,69,55,21,82,-1,-1,-1
"238902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,5,66,26,9,67,27,8,57,31,10,65,22,6,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,4,60,20,6,61,21,6,51,22,6,57,14,3,32,22,3,65,25,8,69,29,9,62,26,6,61,24,7,56,21,4,64,23,8,66,24,6,55,27,7,66,21,4,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,7,67,27,10,64,24,7,52,37,14,71,19,4,37,-1,-1,-1,10,3,40,8,1,31,21,4,54,-1,-1,-1,-1,-1,-1,21,10,27,16,4,30,-1,-1,-1,-1,-1,-1,35,6,73,34,11,71,33,12,64,41,17,69,23,9,48
"238904",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,30,9,66,26,7,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,11,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,36,12,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"239901",50,28,72,40,17,81,41,18,73,-1,-1,-1,-1,-1,-1,73,58,92,78,54,100,72,34,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,49,23,79,49,22,83,42,17,71,50,25,78,42,11,69,30,9,64,34,14,72,27,10,55,29,10,62,35,6,61,34,12,70,38,15,77,29,11,60,34,14,66,27,5,57,48,22,80,51,24,85,47,21,76,52,23,81,47,13,78,38,15,77,42,17,81,33,11,65,40,17,77,29,5,59,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,15,5,61,27,7,72,13,5,46,-1,-1,-1,-1,-1,-1,50,23,79,47,21,81,37,14,66,48,26,75,37,9,60,24,7,65,28,9,71,18,6,51,25,6,60,18,3,46,31,15,54,39,24,61,36,22,47,38,10,53,45,10,51,68,35,89,64,32,91,57,26,84,66,36,86,57,19,81
"239903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,20,89,48,21,84,45,19,77,38,14,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,16,84,43,13,79,37,12,71,39,16,58,-1,-1,-1,35,14,81,41,15,81,45,20,78,46,18,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,16,74,44,28,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,25,95,54,25,86,44,17,76,33,12,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,4,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,25,95,54,27,87,52,22,82,44,12,70,-1,-1,-1
